Date,Time,Location,Max_Temperature,Min_Temperature,Humidity,Precipitation,Wind_Speed,Weather Condition
2024-02-29,18:00,Nizamabad,39.6,27.5,72.1,0.0,22.7,Sunny
2024-02-29,18:00,Karimnagar,35.0,24.2,78.3,0.0,15.0,Cloudy
2024-02-29,18:00,Khammam,36.5,28.7,48.1,0.0,13.3,Sunny
2024-02-29,18:00,Mahbubnagar,30.4,16.0,77.7,0.0,24.9,Cloudy
2024-02-29,18:00,Hyderabad,44.9,33.7,65.3,0.0,20.9,Sunny
2024-03-01,06:00,Warangal,38.1,26.3,41.5,0.0,22.4,Cloudy
2024-03-01,06:00,Nizamabad,37.7,32.4,58.2,0.0,2.6,Sunny
2024-03-01,06:00,Karimnagar,30.1,15.6,30.9,0.0,16.1,Cloudy
2024-03-01,06:00,Khammam,27.1,18.2,80.9,0.0,23.1,Sunny
2024-03-01,06:00,Mahbubnagar,39.8,30.9,57.4,0.0,14.5,Sunny
2024-03-01,06:00,Hyderabad,43.3,28.9,59.5,0.0,5.3,Sunny
2024-03-01,12:00,Warangal,27.2,13.5,77.0,0.0,29.3,Sunny
2024-03-01,12:00,Nizamabad,31.4,18.8,62.8,0.0,25.2,Sunny
2024-03-01,12:00,Karimnagar,34.5,23.1,57.4,0.0,5.4,Sunny
2024-03-01,12:00,Khammam,28.9,23.8,57.3,0.0,5.1,Sunny
2024-03-01,12:00,Mahbubnagar,39.2,28.7,49.2,0.0,5.6,Sunny
2024-03-01,12:00,Hyderabad,34.4,25.9,56.9,22.1,6.8,Stormy
2024-03-01,18:00,Warangal,32.0,20.2,70.3,0.0,9.3,Cloudy
2024-03-01,18:00,Nizamabad,25.2,11.3,85.8,0.0,10.7,Sunny
2024-03-01,18:00,Karimnagar,33.5,26.8,31.2,0.0,15.8,Sunny
2024-03-01,18:00,Khammam,31.3,19.8,76.4,0.0,3.1,Sunny
2024-03-01,18:00,Mahbubnagar,43.6,38.1,38.6,0.0,4.7,Sunny
2024-03-01,18:00,Hyderabad,38.0,31.6,82.5,12.8,5.4,Stormy
2024-03-02,06:00,Warangal,26.8,18.8,61.9,0.0,10.0,Sunny
2024-03-02,06:00,Nizamabad,37.6,29.8,69.7,0.0,12.6,Sunny
2024-03-02,06:00,Karimnagar,42.4,33.4,75.5,0.0,12.6,Sunny
2024-03-02,06:00,Khammam,36.3,22.7,70.7,20.8,4.4,Stormy
2024-03-02,06:00,Mahbubnagar,27.6,20.1,70.2,0.0,15.3,Sunny
2024-03-02,06:00,Hyderabad,34.2,20.9,86.2,13.6,8.0,Stormy
2024-03-02,12:00,Warangal,40.7,30.8,48.5,0.0,1.4,Cloudy
2024-03-02,12:00,Nizamabad,38.6,28.9,41.3,0.0,19.3,Sunny
2024-03-02,12:00,Karimnagar,38.4,31.1,86.1,0.0,3.4,Sunny
2024-03-02,12:00,Khammam,45.0,39.7,41.4,20.3,28.3,Stormy
2024-03-02,12:00,Mahbubnagar,27.0,14.3,65.5,0.0,27.4,Sunny
2024-03-02,12:00,Hyderabad,33.9,24.2,36.2,0.0,26.3,Sunny
2024-03-02,18:00,Warangal,38.8,26.5,62.5,0.0,4.7,Sunny
2024-03-02,18:00,Nizamabad,44.8,38.2,69.7,1.0,29.6,Rainy
2024-03-02,18:00,Karimnagar,35.5,28.6,31.0,0.0,22.2,Cloudy
2024-03-02,18:00,Khammam,36.3,22.6,88.1,0.0,15.6,Sunny
2024-03-02,18:00,Mahbubnagar,34.6,25.9,55.5,4.6,6.1,Rainy
2024-03-02,18:00,Hyderabad,40.9,33.3,60.7,0.0,10.2,Cloudy
2024-03-03,06:00,Warangal,38.1,28.9,33.0,0.0,0.6,Sunny
2024-03-03,06:00,Nizamabad,43.2,29.7,76.9,0.0,26.0,Cloudy
2024-03-03,06:00,Karimnagar,36.0,26.8,65.4,0.0,24.4,Sunny
2024-03-03,06:00,Khammam,27.6,15.5,84.1,0.0,13.7,Cloudy
2024-03-03,06:00,Mahbubnagar,29.4,20.1,86.4,0.0,7.2,Cloudy
2024-03-03,06:00,Hyderabad,37.7,30.1,31.4,0.0,2.6,Sunny
2024-03-03,12:00,Warangal,35.0,22.2,35.7,15.5,13.4,Stormy
2024-03-03,12:00,Nizamabad,44.2,34.3,74.9,0.0,19.9,Cloudy
2024-03-03,12:00,Karimnagar,30.1,17.6,38.7,16.7,22.1,Stormy
2024-03-03,12:00,Khammam,28.9,14.0,34.5,0.0,14.0,Sunny
2024-03-03,12:00,Mahbubnagar,41.5,32.1,44.4,0.0,30.0,Sunny
2024-03-03,12:00,Hyderabad,26.3,13.0,81.6,19.2,12.8,Stormy
2024-03-03,18:00,Warangal,43.9,33.4,47.9,0.0,11.8,Sunny
2024-03-03,18:00,Nizamabad,41.7,34.6,80.7,0.0,29.2,Cloudy
2024-03-03,18:00,Karimnagar,38.8,31.5,72.7,0.0,24.1,Cloudy
2024-03-03,18:00,Khammam,32.1,17.6,61.1,0.0,6.9,Sunny
2024-03-03,18:00,Mahbubnagar,40.6,33.4,35.4,0.0,23.6,Cloudy
2024-03-03,18:00,Hyderabad,43.1,30.7,63.7,0.0,29.1,Sunny
2024-03-04,06:00,Warangal,31.9,22.7,68.6,0.0,2.5,Cloudy
2024-03-04,06:00,Nizamabad,25.8,10.9,56.3,0.0,16.0,Sunny
2024-03-04,06:00,Karimnagar,25.8,13.0,57.3,0.0,16.5,Cloudy
2024-03-04,06:00,Khammam,41.7,32.6,31.1,0.0,7.0,Sunny
2024-03-04,06:00,Mahbubnagar,40.8,27.2,39.1,0.0,2.9,Sunny
2024-03-04,06:00,Hyderabad,39.3,28.2,32.4,24.9,5.4,Stormy
2024-03-04,12:00,Warangal,42.0,30.5,31.4,0.0,7.4,Cloudy
2024-03-04,12:00,Nizamabad,37.8,32.1,59.1,0.0,27.8,Sunny
2024-03-04,12:00,Karimnagar,35.8,26.4,33.9,0.0,10.0,Sunny
2024-03-04,12:00,Khammam,35.4,24.7,45.9,0.0,3.2,Cloudy
2024-03-04,12:00,Mahbubnagar,26.8,13.2,87.8,0.0,20.7,Sunny
2024-03-04,12:00,Hyderabad,31.2,22.4,44.5,0.0,14.1,Cloudy
2024-03-04,18:00,Warangal,41.1,32.1,88.5,0.0,3.7,Sunny
2024-03-04,18:00,Nizamabad,44.6,36.5,73.4,12.0,14.5,Stormy
2024-03-04,18:00,Karimnagar,25.2,10.2,69.3,0.0,11.8,Cloudy
2024-03-04,18:00,Khammam,38.8,26.0,56.6,22.3,20.2,Stormy
2024-03-04,18:00,Mahbubnagar,43.2,37.2,48.9,0.0,14.8,Cloudy
2024-03-04,18:00,Hyderabad,35.8,30.4,81.4,24.7,11.4,Stormy
2024-03-05,06:00,Warangal,33.9,24.6,47.2,0.0,7.6,Sunny
2024-03-05,06:00,Nizamabad,31.9,25.0,48.2,0.0,6.6,Sunny
2024-03-05,06:00,Karimnagar,31.8,18.3,85.6,5.9,18.0,Stormy
2024-03-05,06:00,Khammam,34.4,20.2,42.9,0.0,21.7,Cloudy
2024-03-05,06:00,Mahbubnagar,33.1,20.5,39.1,0.0,0.9,Sunny
2024-03-05,06:00,Hyderabad,27.3,14.2,57.6,0.0,18.5,Sunny
2024-03-05,12:00,Warangal,27.4,14.5,67.0,0.0,21.6,Sunny
2024-03-05,12:00,Nizamabad,37.8,31.5,86.6,0.0,13.5,Sunny
2024-03-05,12:00,Karimnagar,34.7,25.2,79.7,22.6,9.1,Stormy
2024-03-05,12:00,Khammam,32.4,21.2,76.0,13.3,16.7,Stormy
2024-03-05,12:00,Mahbubnagar,33.8,22.5,31.8,0.0,6.3,Cloudy
2024-03-05,12:00,Hyderabad,39.0,24.3,58.7,3.9,10.8,Rainy
2024-03-05,18:00,Warangal,25.5,17.8,67.2,22.7,8.8,Stormy
2024-03-05,18:00,Nizamabad,32.2,22.3,50.6,0.0,28.5,Cloudy
2024-03-05,18:00,Karimnagar,27.9,14.2,77.7,7.3,20.6,Stormy
2024-03-05,18:00,Khammam,40.0,29.4,47.0,10.3,6.3,Stormy
2024-03-05,18:00,Mahbubnagar,38.9,30.1,46.9,0.0,14.0,Sunny
2024-03-05,18:00,Hyderabad,26.2,20.4,89.6,0.0,0.9,Cloudy
2024-03-06,06:00,Warangal,26.0,16.8,67.7,0.0,29.7,Sunny
2024-03-06,06:00,Nizamabad,41.5,33.2,33.8,16.0,8.0,Stormy
2024-03-06,06:00,Karimnagar,27.2,17.6,49.1,0.0,10.7,Sunny
2024-03-06,06:00,Khammam,44.3,33.4,55.3,0.0,29.1,Sunny
2024-03-06,06:00,Mahbubnagar,34.7,29.3,35.3,0.0,14.7,Cloudy
2024-03-06,06:00,Hyderabad,28.4,22.7,76.7,0.0,17.4,Cloudy
2024-03-06,12:00,Warangal,28.1,20.4,88.3,0.0,25.6,Sunny
2024-03-06,12:00,Nizamabad,44.4,35.6,45.6,0.0,11.4,Cloudy
2024-03-06,12:00,Karimnagar,27.9,22.7,36.9,0.0,27.8,Sunny
2024-03-06,12:00,Khammam,40.5,30.1,60.9,0.0,28.5,Sunny
2024-03-06,12:00,Mahbubnagar,34.0,21.1,89.8,0.0,16.4,Sunny
2024-03-06,12:00,Hyderabad,44.5,32.4,85.7,0.0,21.2,Cloudy
2024-03-06,18:00,Warangal,31.7,20.4,65.6,0.0,18.5,Sunny
2024-03-06,18:00,Nizamabad,28.3,19.4,75.0,0.0,23.2,Cloudy
2024-03-06,18:00,Karimnagar,30.8,24.4,34.9,0.0,2.8,Sunny
2024-03-06,18:00,Khammam,32.7,21.3,89.8,0.0,27.1,Sunny
2024-03-06,18:00,Mahbubnagar,25.6,15.4,86.6,0.0,14.3,Cloudy
2024-03-06,18:00,Hyderabad,26.7,12.2,89.4,0.0,28.0,Cloudy
2024-03-07,06:00,Warangal,42.8,30.4,65.8,0.0,24.2,Cloudy
2024-03-07,06:00,Nizamabad,40.8,27.6,56.1,0.0,12.7,Sunny
2024-03-07,06:00,Karimnagar,32.5,24.3,62.6,10.0,14.1,Stormy
2024-03-07,06:00,Khammam,28.7,20.9,42.2,0.0,27.2,Sunny
2024-03-07,06:00,Mahbubnagar,44.1,35.0,59.9,0.0,17.3,Sunny
2024-03-07,06:00,Hyderabad,31.2,20.4,50.6,0.0,11.1,Cloudy
2024-03-07,12:00,Warangal,27.2,15.0,52.7,0.0,29.3,Cloudy
2024-03-07,12:00,Nizamabad,35.1,27.5,54.2,0.0,25.4,Sunny
2024-03-07,12:00,Karimnagar,40.1,29.4,89.9,0.0,2.4,Cloudy
2024-03-07,12:00,Khammam,31.4,22.2,82.6,22.0,10.0,Stormy
2024-03-07,12:00,Mahbubnagar,30.4,16.1,75.7,0.0,8.4,Sunny
2024-03-07,12:00,Hyderabad,27.2,17.7,30.0,0.0,14.0,Sunny
2024-03-07,18:00,Warangal,33.4,27.5,88.2,0.0,26.1,Cloudy
2024-03-07,18:00,Nizamabad,41.8,36.0,74.8,0.0,0.7,Sunny
2024-03-07,18:00,Karimnagar,40.8,35.1,85.7,0.0,23.4,Cloudy
2024-03-07,18:00,Khammam,34.7,26.8,76.8,0.0,25.3,Sunny
2024-03-07,18:00,Mahbubnagar,31.3,21.5,72.6,0.0,18.9,Sunny
2024-03-07,18:00,Hyderabad,36.9,28.9,62.5,0.0,20.2,Cloudy
2024-03-08,06:00,Warangal,40.6,31.6,50.7,0.0,9.8,Sunny
2024-03-08,06:00,Nizamabad,25.6,11.1,48.7,0.0,6.6,Sunny
2024-03-08,06:00,Karimnagar,26.7,15.3,34.2,0.0,7.5,Sunny
2024-03-08,06:00,Khammam,40.9,34.0,88.1,13.8,1.6,Stormy
2024-03-08,06:00,Mahbubnagar,41.8,30.2,86.2,0.0,23.4,Cloudy
2024-03-08,06:00,Hyderabad,35.6,23.0,45.0,0.0,20.1,Sunny
2024-03-08,12:00,Warangal,27.3,15.1,70.9,0.0,26.1,Cloudy
2024-03-08,12:00,Nizamabad,32.7,19.7,33.8,9.7,11.5,Stormy
2024-03-08,12:00,Karimnagar,27.7,18.9,63.8,9.2,1.8,Stormy
2024-03-08,12:00,Khammam,35.7,23.0,79.6,0.0,1.2,Sunny
2024-03-08,12:00,Mahbubnagar,38.5,23.8,70.4,0.0,28.6,Cloudy
2024-03-08,12:00,Hyderabad,42.9,34.0,33.3,0.0,22.3,Sunny
2024-03-08,18:00,Warangal,41.2,27.3,45.5,0.0,1.4,Sunny
2024-03-08,18:00,Nizamabad,41.1,30.0,66.2,0.0,26.8,Sunny
2024-03-08,18:00,Karimnagar,38.8,27.6,72.5,0.0,28.7,Sunny
2024-03-08,18:00,Khammam,33.8,22.5,78.2,10.6,24.9,Stormy
2024-03-08,18:00,Mahbubnagar,27.9,13.4,57.4,0.0,5.6,Sunny
2024-03-08,18:00,Hyderabad,27.2,15.9,40.2,13.4,10.4,Stormy
2024-03-09,06:00,Warangal,30.2,20.3,35.0,0.0,0.7,Sunny
2024-03-09,06:00,Nizamabad,28.4,18.1,61.2,0.0,11.4,Sunny
2024-03-09,06:00,Karimnagar,36.1,29.6,72.8,22.2,28.5,Stormy
2024-03-09,06:00,Khammam,29.9,21.0,69.3,0.0,21.9,Cloudy
2024-03-09,06:00,Mahbubnagar,25.6,11.6,81.9,0.0,20.3,Cloudy
2024-03-09,06:00,Hyderabad,41.8,31.3,48.9,0.0,19.2,Sunny
2024-03-09,12:00,Warangal,35.0,25.7,45.0,0.0,3.8,Cloudy
2024-03-09,12:00,Nizamabad,40.7,26.8,84.8,0.0,7.3,Cloudy
2024-03-09,12:00,Karimnagar,41.8,31.4,77.4,3.1,24.4,Rainy
2024-03-09,12:00,Khammam,27.8,22.2,85.0,19.9,8.1,Stormy
2024-03-09,12:00,Mahbubnagar,34.3,20.2,53.4,0.0,29.4,Sunny
2024-03-09,12:00,Hyderabad,31.5,21.6,52.6,0.0,15.6,Sunny
2024-03-09,18:00,Warangal,37.8,25.2,48.3,0.0,27.6,Cloudy
2024-03-09,18:00,Nizamabad,37.6,25.8,69.6,0.0,27.9,Sunny
2024-03-09,18:00,Karimnagar,27.2,19.4,89.8,14.5,28.7,Stormy
2024-03-09,18:00,Khammam,33.0,23.6,41.7,0.0,2.0,Sunny
2024-03-09,18:00,Mahbubnagar,31.5,23.7,40.4,2.8,16.0,Rainy
2024-03-09,18:00,Hyderabad,36.2,26.5,42.4,0.0,19.0,Sunny
2024-03-10,06:00,Warangal,44.3,37.8,82.1,0.0,6.3,Sunny
2024-03-10,06:00,Nizamabad,31.9,21.7,37.4,0.0,12.8,Sunny
2024-03-10,06:00,Karimnagar,25.8,18.7,41.8,0.0,24.6,Sunny
2024-03-10,06:00,Khammam,34.5,25.3,54.9,0.0,0.2,Sunny
2024-03-10,06:00,Mahbubnagar,44.6,34.8,64.7,0.0,3.5,Sunny
2024-03-10,06:00,Hyderabad,41.7,29.3,51.3,0.0,18.8,Sunny
2024-03-10,12:00,Warangal,26.7,15.5,71.6,0.0,24.6,Cloudy
2024-03-10,12:00,Nizamabad,33.8,28.5,40.5,0.0,0.6,Sunny
2024-03-10,12:00,Karimnagar,28.4,20.7,43.3,0.0,8.8,Sunny
2024-03-10,12:00,Khammam,42.1,36.1,58.7,0.0,25.1,Sunny
2024-03-10,12:00,Mahbubnagar,40.3,33.4,37.2,0.0,6.0,Cloudy
2024-03-10,12:00,Hyderabad,28.7,23.5,62.0,0.0,13.5,Sunny
2024-03-10,18:00,Warangal,38.3,23.9,75.8,0.0,27.5,Cloudy
2024-03-10,18:00,Nizamabad,35.9,24.7,84.2,4.7,15.0,Rainy
2024-03-10,18:00,Karimnagar,40.6,29.3,64.5,0.0,18.7,Sunny
2024-03-10,18:00,Khammam,37.6,23.3,51.4,14.5,29.7,Stormy
2024-03-10,18:00,Mahbubnagar,32.5,20.2,39.1,9.1,19.2,Stormy
2024-03-10,18:00,Hyderabad,27.8,12.9,50.4,0.0,21.3,Cloudy
2024-03-11,06:00,Warangal,36.0,28.3,59.0,0.0,0.9,Sunny
2024-03-11,06:00,Nizamabad,40.8,31.3,86.4,0.0,17.3,Sunny
2024-03-11,06:00,Karimnagar,45.0,32.1,54.2,0.0,18.3,Sunny
2024-03-11,06:00,Khammam,36.2,30.2,51.1,0.0,20.2,Cloudy
2024-03-11,06:00,Mahbubnagar,26.8,14.9,53.4,0.0,6.5,Sunny
2024-03-11,06:00,Hyderabad,29.1,21.7,75.3,0.0,24.0,Sunny
2024-03-11,12:00,Warangal,25.1,12.1,55.8,0.0,3.0,Cloudy
2024-03-11,12:00,Nizamabad,44.3,33.7,87.3,0.0,12.9,Cloudy
2024-03-11,12:00,Karimnagar,25.2,15.6,39.1,0.0,4.1,Sunny
2024-03-11,12:00,Khammam,34.1,28.2,52.2,0.0,29.5,Sunny
2024-03-11,12:00,Mahbubnagar,42.8,34.7,35.9,0.0,16.4,Sunny
2024-03-11,12:00,Hyderabad,35.6,26.4,53.7,0.0,1.9,Sunny
2024-03-11,18:00,Warangal,28.8,18.7,50.4,12.6,10.7,Stormy
2024-03-11,18:00,Nizamabad,41.4,28.8,70.3,0.0,13.0,Sunny
2024-03-11,18:00,Karimnagar,28.0,22.2,64.2,0.0,14.2,Sunny
2024-03-11,18:00,Khammam,27.2,16.2,34.3,0.0,30.0,Sunny
2024-03-11,18:00,Mahbubnagar,31.7,26.2,80.2,0.0,28.9,Sunny
2024-03-11,18:00,Hyderabad,44.2,32.7,83.4,0.0,28.6,Sunny
2024-03-12,06:00,Warangal,40.3,34.8,89.6,0.0,3.8,Sunny
2024-03-12,06:00,Nizamabad,34.0,28.5,74.7,0.0,14.0,Cloudy
2024-03-12,06:00,Karimnagar,26.9,12.7,49.9,0.0,28.5,Cloudy
2024-03-12,06:00,Khammam,29.5,24.4,82.5,0.0,12.1,Cloudy
2024-03-12,06:00,Mahbubnagar,28.7,22.1,78.8,0.0,4.3,Sunny
2024-03-12,06:00,Hyderabad,26.7,12.8,31.4,0.0,12.1,Sunny
2024-03-12,12:00,Warangal,41.0,33.1,49.6,0.0,14.5,Sunny
2024-03-12,12:00,Nizamabad,34.9,26.9,56.3,0.0,26.9,Sunny
2024-03-12,12:00,Karimnagar,43.0,35.9,63.9,0.0,12.3,Sunny
2024-03-12,12:00,Khammam,42.4,33.3,37.1,5.4,16.2,Stormy
2024-03-12,12:00,Mahbubnagar,42.4,30.0,60.0,16.6,26.1,Stormy
2024-03-12,12:00,Hyderabad,35.6,21.0,75.8,0.0,12.9,Cloudy
2024-03-12,18:00,Warangal,37.1,31.0,38.0,0.0,11.0,Sunny
2024-03-12,18:00,Nizamabad,32.7,26.5,52.9,19.6,5.0,Stormy
2024-03-12,18:00,Karimnagar,26.8,13.2,53.0,0.0,14.0,Sunny
2024-03-12,18:00,Khammam,38.9,31.9,50.1,0.0,15.8,Cloudy
2024-03-12,18:00,Mahbubnagar,42.2,33.2,46.4,0.0,25.9,Sunny
2024-03-12,18:00,Hyderabad,30.0,24.2,61.4,0.0,8.9,Sunny
2024-03-13,06:00,Warangal,38.1,31.9,78.5,21.9,22.7,Stormy
2024-03-13,06:00,Nizamabad,41.7,31.8,31.3,4.1,12.5,Rainy
2024-03-13,06:00,Karimnagar,43.6,35.6,48.0,9.0,12.2,Stormy
2024-03-13,06:00,Khammam,41.7,28.7,53.8,0.0,1.1,Cloudy
2024-03-13,06:00,Mahbubnagar,41.6,35.2,85.5,0.0,23.4,Sunny
2024-03-13,06:00,Hyderabad,38.4,24.5,75.4,0.0,14.2,Cloudy
2024-03-13,12:00,Warangal,30.7,21.1,42.3,0.0,23.3,Cloudy
2024-03-13,12:00,Nizamabad,44.6,32.4,66.8,0.0,23.2,Sunny
2024-03-13,12:00,Karimnagar,37.7,30.9,42.1,0.0,28.4,Cloudy
2024-03-13,12:00,Khammam,26.9,18.6,72.5,14.3,20.3,Stormy
2024-03-13,12:00,Mahbubnagar,31.6,21.2,54.7,0.0,22.4,Cloudy
2024-03-13,12:00,Hyderabad,28.8,18.5,50.7,0.0,15.7,Cloudy
2024-03-13,18:00,Warangal,42.0,30.1,69.5,0.0,4.4,Sunny
2024-03-13,18:00,Nizamabad,36.1,30.2,43.0,0.0,9.2,Cloudy
2024-03-13,18:00,Karimnagar,27.4,15.3,36.4,5.5,14.8,Stormy
2024-03-13,18:00,Khammam,32.1,26.6,38.5,7.7,19.8,Stormy
2024-03-13,18:00,Mahbubnagar,37.4,32.2,78.3,9.1,15.6,Stormy
2024-03-13,18:00,Hyderabad,42.5,31.9,64.4,0.0,27.6,Sunny
2024-03-14,06:00,Warangal,34.1,21.0,59.7,0.0,26.7,Sunny
2024-03-14,06:00,Nizamabad,27.6,14.7,59.9,0.0,28.2,Cloudy
2024-03-14,06:00,Karimnagar,36.2,29.0,36.2,0.0,13.1,Sunny
2024-03-14,06:00,Khammam,26.1,20.1,45.3,0.0,17.4,Sunny
2024-03-14,06:00,Mahbubnagar,30.7,16.8,67.3,0.0,6.5,Cloudy
2024-03-14,06:00,Hyderabad,40.4,35.0,72.4,0.0,8.1,Sunny
2024-03-14,12:00,Warangal,27.5,22.2,61.1,0.0,18.8,Cloudy
2024-03-14,12:00,Nizamabad,40.0,32.3,78.4,0.0,8.1,Sunny
2024-03-14,12:00,Karimnagar,42.4,35.1,63.1,0.0,4.3,Sunny
2024-03-14,12:00,Khammam,38.8,30.4,64.1,0.0,9.1,Sunny
2024-03-14,12:00,Mahbubnagar,31.2,18.6,54.7,0.0,16.5,Cloudy
2024-03-14,12:00,Hyderabad,26.7,14.4,54.7,0.0,3.5,Sunny
2024-03-14,18:00,Warangal,33.7,26.3,50.9,0.0,12.4,Sunny
2024-03-14,18:00,Nizamabad,34.6,28.4,59.8,0.0,20.7,Cloudy
2024-03-14,18:00,Karimnagar,25.6,16.4,55.6,0.0,10.9,Sunny
2024-03-14,18:00,Khammam,32.6,20.5,57.6,0.0,20.1,Sunny
2024-03-14,18:00,Mahbubnagar,34.5,23.2,43.0,0.0,17.9,Sunny
2024-03-14,18:00,Hyderabad,36.6,22.6,63.5,0.0,28.0,Sunny
2024-03-15,06:00,Warangal,34.2,28.6,81.7,0.0,19.9,Sunny
2024-03-15,06:00,Nizamabad,44.6,31.4,88.0,0.0,16.0,Sunny
2024-03-15,06:00,Karimnagar,42.3,36.6,52.8,0.0,22.8,Sunny
2024-03-15,06:00,Khammam,27.0,13.5,56.9,0.0,17.4,Sunny
2024-03-15,06:00,Mahbubnagar,26.0,11.0,49.6,0.0,16.7,Cloudy
2024-03-15,06:00,Hyderabad,33.3,25.6,87.8,0.0,13.9,Sunny
2024-03-15,12:00,Warangal,41.1,31.3,73.0,0.0,17.7,Sunny
2024-03-15,12:00,Nizamabad,25.6,13.3,43.7,0.0,24.0,Sunny
2024-03-15,12:00,Karimnagar,41.9,32.4,74.6,0.0,5.9,Sunny
2024-03-15,12:00,Khammam,40.3,26.4,60.5,0.0,25.4,Cloudy
2024-03-15,12:00,Mahbubnagar,35.5,22.6,71.5,7.9,14.2,Stormy
2024-03-15,12:00,Hyderabad,27.1,18.3,78.0,0.0,14.2,Cloudy
2024-03-15,18:00,Warangal,27.4,22.2,53.3,0.0,25.7,Sunny
2024-03-15,18:00,Nizamabad,42.9,28.9,58.7,0.0,5.9,Sunny
2024-03-15,18:00,Karimnagar,29.9,15.6,44.1,0.0,16.6,Sunny
2024-03-15,18:00,Khammam,41.8,34.9,68.6,0.0,13.7,Sunny
2024-03-15,18:00,Mahbubnagar,29.1,23.9,70.6,0.0,25.7,Cloudy
2024-03-15,18:00,Hyderabad,30.8,23.7,63.4,9.4,13.9,Stormy
2024-03-16,06:00,Warangal,28.8,18.1,37.0,0.0,26.5,Cloudy
2024-03-16,06:00,Nizamabad,37.1,28.8,69.7,7.1,9.2,Stormy
2024-03-16,06:00,Karimnagar,29.4,20.8,34.6,0.0,23.7,Sunny
2024-03-16,06:00,Khammam,35.1,23.3,69.9,0.0,17.6,Sunny
2024-03-16,06:00,Mahbubnagar,25.7,12.2,73.7,0.0,10.9,Sunny
2024-03-16,06:00,Hyderabad,29.8,21.4,63.1,0.0,20.9,Sunny
2024-03-16,12:00,Warangal,33.7,25.0,35.0,0.0,9.8,Sunny
2024-03-16,12:00,Nizamabad,32.7,19.3,61.3,21.6,11.3,Stormy
2024-03-16,12:00,Karimnagar,44.1,31.0,38.8,0.0,1.6,Cloudy
2024-03-16,12:00,Khammam,39.1,25.9,33.3,21.8,2.0,Snowy
2024-03-16,12:00,Mahbubnagar,44.5,30.5,69.9,23.9,0.4,Stormy
2024-03-16,12:00,Hyderabad,36.6,23.1,51.1,0.0,14.6,Cloudy
2024-03-16,18:00,Warangal,31.5,24.3,78.1,14.0,12.4,Stormy
2024-03-16,18:00,Nizamabad,43.5,31.2,32.8,0.0,13.2,Sunny
2024-03-16,18:00,Karimnagar,26.0,18.6,35.9,0.0,19.7,Cloudy
2024-03-16,18:00,Khammam,35.5,27.4,30.3,0.0,3.0,Sunny
2024-03-16,18:00,Mahbubnagar,41.1,27.2,37.1,0.0,7.7,Sunny
2024-03-16,18:00,Hyderabad,28.7,22.8,34.3,0.0,8.0,Cloudy
2024-03-17,06:00,Warangal,44.8,38.5,60.5,0.0,19.5,Sunny
2024-03-17,06:00,Nizamabad,30.3,18.1,39.8,11.9,15.1,Stormy
2024-03-17,06:00,Karimnagar,33.9,20.9,84.7,0.0,15.3,Sunny
2024-03-17,06:00,Khammam,25.9,11.5,71.1,0.0,8.3,Sunny
2024-03-17,06:00,Mahbubnagar,34.6,23.9,55.1,0.0,10.2,Sunny
2024-03-17,06:00,Hyderabad,25.7,20.5,70.0,0.0,2.8,Sunny
2024-03-17,12:00,Warangal,29.9,19.8,47.0,0.0,28.7,Sunny
2024-03-17,12:00,Nizamabad,40.6,27.1,81.9,0.0,17.9,Sunny
2024-03-17,12:00,Karimnagar,36.9,27.0,72.1,0.0,15.7,Sunny
2024-03-17,12:00,Khammam,44.5,30.3,34.0,0.0,8.0,Cloudy
2024-03-17,12:00,Mahbubnagar,35.8,22.9,53.4,0.0,7.6,Cloudy
2024-03-17,12:00,Hyderabad,28.1,15.2,37.6,0.0,5.7,Sunny
2024-03-17,18:00,Warangal,27.5,15.3,61.0,0.0,24.0,Sunny
2024-03-17,18:00,Nizamabad,43.0,32.1,73.7,1.2,13.5,Rainy
2024-03-17,18:00,Karimnagar,40.1,29.4,30.5,7.2,20.4,Stormy
2024-03-17,18:00,Khammam,28.8,23.6,83.0,0.0,10.8,Sunny
2024-03-17,18:00,Mahbubnagar,40.0,33.8,37.4,0.0,16.0,Sunny
2024-03-17,18:00,Hyderabad,28.7,14.4,46.3,0.0,10.6,Sunny
2024-03-18,06:00,Warangal,35.1,24.8,82.3,0.0,21.1,Sunny
2024-03-18,06:00,Nizamabad,40.1,29.6,75.7,0.0,5.5,Sunny
2024-03-18,06:00,Karimnagar,34.2,23.8,75.2,0.0,23.3,Cloudy
2024-03-18,06:00,Khammam,39.9,33.5,65.4,0.0,10.1,Sunny
2024-03-18,06:00,Mahbubnagar,41.7,31.4,61.7,0.0,7.2,Sunny
2024-03-18,06:00,Hyderabad,30.5,17.0,51.7,0.0,22.1,Cloudy
2024-03-18,12:00,Warangal,40.8,30.5,47.2,0.0,6.0,Sunny
2024-03-18,12:00,Nizamabad,29.3,21.7,48.4,0.0,10.0,Cloudy
2024-03-18,12:00,Karimnagar,27.5,20.4,82.9,0.0,4.4,Sunny
2024-03-18,12:00,Khammam,25.8,18.5,73.2,0.0,15.5,Sunny
2024-03-18,12:00,Mahbubnagar,36.3,25.0,62.9,0.0,13.0,Cloudy
2024-03-18,12:00,Hyderabad,31.4,22.0,84.6,0.0,23.8,Sunny
2024-03-18,18:00,Warangal,31.3,18.1,33.8,0.0,5.4,Cloudy
